station_name,exit_code,latitude,longitude,object_id,rail_mode
BRIGHT HILL MRT STATION,Exit 3,1.3621838048498118,103.83237571105509,21300,MRT
BRIGHT HILL MRT STATION,Exit 4,1.3631639565255047,103.83195382945166,21299,MRT
BUANGKOK MRT STATION,A,1.3834097909898952,103.89288383673062,21638,MRT
BUANGKOK MRT STATION,Exit B,1.382649722820209,103.89346315223678,21639,MRT
BUGIS MRT STATION,E,1.2993046168253164,103.85740802281678,21283,MRT
BUGIS MRT STATION,Exit A,1.3012040895646393,103.85592408146064,21517,MRT
BUGIS MRT STATION,Exit B,1.3007821987656956,103.85633662767292,21516,MRT
BUGIS MRT STATION,Exit C,1.3000069406998658,103.85568570391386,21513,MRT
BUGIS MRT STATION,Exit D,1.2990788488867298,103.85689065486714,21175,MRT
BUGIS MRT STATION,F,1.299638234031808,103.85714752525624,21284,MRT
BUGIS MRT STATION,G,1.298956504761158,103.8570674271026,21282,MRT
BUGIS MRT STATION,H,1.3003434851398612,103.8560351842958,21285,MRT
BUKIT BATOK MRT STATION,Exit A,1.3495610753524367,103.7499739902577,21347,MRT
BUKIT BATOK MRT STATION,Exit B,1.349389587768077,103.7499369555793,21436,MRT
BUKIT BATOK MRT STATION,Exit C,1.3495200607327413,103.74976656493072,21344,MRT
BUKIT BATOK MRT STATION,Exit D,1.3484053759049566,103.74911839418894,21346,MRT
BUKIT GOMBAK MRT STATION,Exit A,1.359069846241564,103.75207638937478,21575,MRT
BUKIT GOMBAK MRT STATION,Exit B,1.3586952612690937,103.75209299569798,21181,MRT
BUKIT GOMBAK MRT STATION,Exit C,1.3590649797518373,103.75172661484677,21574,MRT
BUKIT GOMBAK MRT STATION,Exit D,1.3592978528191881,103.75195099052644,21576,MRT
BUKIT PANJANG MRT STATION,Exit A,1.3787662376388572,103.76203436087093,21449,MRT
BUKIT PANJANG MRT STATION,Exit A,1.379007969740763,103.76192293420945,21640,MRT
BUKIT PANJANG MRT STATION,Exit A,1.3807451173057772,103.75959784357276,21185,MRT
BUKIT PANJANG MRT STATION,Exit B,1.3786188940125126,103.76137050495701,21267,MRT
BUONA VISTA MRT STATION,Exit A,1.3073094507702407,103.79044917530257,21607,MRT
BUONA VISTA MRT STATION,Exit B,1.3071972570585428,103.79065661943288,21608,MRT
BUONA VISTA MRT STATION,Exit C,1.3069128886104584,103.79059939037006,21609,MRT
BUONA VISTA MRT STATION,Exit D,1.3062981416247745,103.79093006515394,21647,MRT
CALDECOTT MRT STATION,Exit 1,1.337105316695643,103.83940673122467,21670,MRT
CALDECOTT MRT STATION,Exit 2,1.3382597299418082,103.84038749923758,21306,MRT
CALDECOTT MRT STATION,Exit 3,1.3378320231792558,103.84046474529944,21307,MRT
CALDECOTT MRT STATION,Exit 4,1.3367508751106454,103.83988242975174,21308,MRT
CANBERRA MRT STATION,Exit A,1.443630141060561,103.82952797586145,21310,MRT
CANBERRA MRT STATION,Exit B,1.4429351481829502,103.82996174120925,21312,MRT
CANBERRA MRT STATION,Exit C,1.4428044654120509,103.82970029333653,21311,MRT
CANBERRA MRT STATION,Exit D,1.443511338844814,103.82925464394748,21309,MRT
CANBERRA MRT STATION,Exit E,1.4432559135570144,103.83011623317348,21313,MRT
CANTONMENT MRT STATION,1,1.2721320701886019,103.83570263425636,21293,MRT
CANTONMENT MRT STATION,2,1.2737364875563113,103.83599830791842,21294,MRT
CANTONMENT MRT STATION,3,1.2736397754772506,103.83849204384164,21295,MRT
CANTONMENT MRT STATION,4,1.2726821629250715,103.8377136424707,21296,MRT
CASHEW MRT STATION,Exit A,1.3698333185962925,103.76423448071098,21730,MRT
CHANGI AIRPORT MRT STATION,Exit A,1.3563414210048035,103.98927664241383,21360,MRT
CHANGI AIRPORT MRT STATION,Exit B,1.3572202560601727,103.98730457979791,21361,MRT
CHINATOWN MRT STATION,Exit A,1.2837127704301896,103.84379788809954,21659,MRT
CHINATOWN MRT STATION,Exit C,1.284674897368101,103.8428128535836,21458,MRT
CHINATOWN MRT STATION,Exit D,1.285406459986675,103.84347621052814,21345,MRT
CHINATOWN MRT STATION,Exit E,1.2850440806089183,103.84442811940502,21460,MRT
CHINATOWN MRT STATION,Exit F,1.2842747760727764,103.84546253179646,21266,MRT
CHINATOWN MRT STATION,Exit G,1.284736083637029,103.8444585417297,21265,MRT
CHINESE GARDEN MRT STATION,Exit A,1.3424387432399767,103.73222015482936,21490,MRT
CHINESE GARDEN MRT STATION,Exit B,1.3419820895649266,103.73274182554528,21489,MRT
CHINESE GARDEN MRT STATION,Exit C,1.3415658263325776,103.73339313576297,21488,MRT
CHOA CHU KANG MRT STATION,Exit A,1.3853999999695223,103.744560000291,21373,MRT
CHOA CHU KANG MRT STATION,Exit A,1.385431280875975,103.7445571353678,21505,MRT
CHOA CHU KANG MRT STATION,Exit B,1.3845999997090193,103.74447000005159,21374,MRT
CHOA CHU KANG MRT STATION,Exit C,1.385729999564578,103.74447000018996,21375,MRT
CHOA CHU KANG MRT STATION,Exit C,1.3857361854031247,103.74451779877056,21504,MRT
CHOA CHU KANG MRT STATION,Exit D,1.3853699997077467,103.74411000039194,21376,MRT
CHOA CHU KANG MRT STATION,Exit D,1.3857053906700119,103.7442235839257,21439,MRT
CITY HALL MRT STATION,Exit A,1.2932271103418318,103.85302041355058,21514,MRT
CITY HALL MRT STATION,Exit B,1.2930999185799508,103.8519602177464,21515,MRT
CITY HALL MRT STATION,Exit C,1.2930418479082573,103.85298028770758,21252,MRT
CITY HALL MRT STATION,Exit D,1.2934548259513226,103.85180233380913,21217,MRT
CLARKE QUAY MRT STATION,Exit A,1.2868987878357088,103.84606454377302,21456,MRT
CLARKE QUAY MRT STATION,Exit B,1.2878057526558389,103.84590343273553,21660,MRT
CLARKE QUAY MRT STATION,Exit C,1.289383851872467,103.84666583385501,21454,MRT
CLARKE QUAY MRT STATION,Exit E,1.2890001830713862,103.84703264329924,21457,MRT
CLARKE QUAY MRT STATION,Exit F,1.2894055668026585,103.84712974273279,21455,MRT
CLARKE QUAY MRT STATION,Exit G,1.2891992578180935,103.84659390916543,21661,MRT
CLEMENTI MRT STATION,Exit A,1.3153735578744434,103.76498210259511,21605,MRT
CLEMENTI MRT STATION,Exit B,1.3154691294316818,103.76518556672941,21606,MRT
CLEMENTI MRT STATION,Exit C,1.3141622981069079,103.76574981571945,21258,MRT
CLEMENTI MRT STATION,Exit D,1.3140784143450015,103.76557011618358,21257,MRT
COMMONWEALTH MRT STATION,Exit A,1.3026481614077343,103.79795829226589,21465,MRT
COMMONWEALTH MRT STATION,Exit B,1.3027527769977458,103.79805788203096,21464,MRT
COMMONWEALTH MRT STATION,Exit C,1.3020770458031892,103.7987785726048,21255,MRT
COMMONWEALTH MRT STATION,Exit D,1.3020127193513336,103.7987202587723,21256,MRT
DAKOTA MRT STATION,Exit A,1.308814187524259,103.88930721534395,21167,MRT
DAKOTA MRT STATION,Exit B,1.3080967504054488,103.88797933768159,21168,MRT
DHOBY GHAUT MRT STATION,Exit A,1.2984450920481716,103.84678797178553,21509,MRT
DHOBY GHAUT MRT STATION,Exit B,1.2990558907089098,103.84522955892908,21510,MRT
DHOBY GHAUT MRT STATION,Exit C,1.299649242161315,103.8447478571907,21669,MRT
DHOBY GHAUT MRT STATION,Exit D,1.29993066561743,103.8450301318641,21530,MRT
DHOBY GHAUT MRT STATION,Exit E,1.2997484706698177,103.84537229423007,21511,MRT
DHOBY GHAUT MRT STATION,Exit F,1.299634891911056,103.84584231801777,21512,MRT
DOVER MRT STATION,Exit A,1.3114154334487695,103.7783047152878,21431,MRT
DOVER MRT STATION,Exit B,1.3116931916796435,103.7784647713041,21432,MRT
DOWNTOWN MRT STATION,Exit A,1.2797734552829652,103.85264656001088,21278,MRT
DOWNTOWN MRT STATION,Exit B,1.2796013182822525,103.85290812847026,21280,MRT
DOWNTOWN MRT STATION,Exit C,1.2794443683916052,103.85315209196104,21441,MRT
DOWNTOWN MRT STATION,Exit D,1.2791760407808874,103.85301375913124,21442,MRT
DOWNTOWN MRT STATION,Exit E,1.2795279106323079,103.85247804639863,21279,MRT
DOWNTOWN MRT STATION,Exit F,1.2797962396920595,103.85242774644063,21642,MRT
ESPLANADE MRT STATION,Exit A,1.2933705482768734,103.8563055547391,21343,MRT
ESPLANADE MRT STATION,Exit B,1.2929271873364572,103.85617567093513,21364,MRT
ESPLANADE MRT STATION,Exit C,1.2929043369195197,103.85585520377214,21363,MRT
ESPLANADE MRT STATION,Exit D,1.2926237434666497,103.85583375578965,21160,MRT
ESPLANADE MRT STATION,Exit E,1.2931288136602324,103.85556784106937,21158,MRT
ESPLANADE MRT STATION,Exit F,1.2938195073126744,103.85510463211058,21159,MRT
ESPLANADE MRT STATION,Exit G,1.2935864007363411,103.85492020244,21362,MRT
EUNOS MRT STATION,Exit A,1.3195172748993538,103.9028941378417,21685,MRT
EUNOS MRT STATION,Exit B,1.3195625452697972,103.90258207761774,21686,MRT
EUNOS MRT STATION,Exit C,1.3195299188012677,103.90321518697834,21357,MRT
EXPO MRT STATION,Exit A,1.3353217243389148,103.96194295822608,21671,MRT
EXPO MRT STATION,Exit A,1.3354828221659554,103.96183679508403,21392,MRT
EXPO MRT STATION,Exit B,1.3352529442369512,103.96207528759587,21672,MRT
EXPO MRT STATION,Exit C,1.3359509717156908,103.96216102186416,21386,MRT
EXPO MRT STATION,Exit D,1.3348348883432715,103.96310068176199,21387,MRT
EXPO MRT STATION,Exit E,1.3348633135054835,103.96212337687385,21389,MRT
EXPO MRT STATION,Exit F,1.3347119482410732,103.96286574628039,21393,MRT
EXPO MRT STATION,Exit G,1.3350193203868175,103.96304900743186,21391,MRT
FARRER PARK MRT STATION,Exit A,1.312326909037027,103.85477274737836,21612,MRT
FARRER PARK MRT STATION,Exit B,1.313543965975699,103.85476376775568,21482,MRT
FARRER PARK MRT STATION,Exit C,1.311910678691349,103.85326682482192,21666,MRT
FARRER PARK MRT STATION,Exit D,1.3124536063930647,103.85297463523698,21665,MRT
FARRER PARK MRT STATION,Exit E,1.3118835372381634,103.85265097067983,21483,MRT
FARRER PARK MRT STATION,Exit F,1.3114220464813349,103.85319939114183,21484,MRT
FARRER PARK MRT STATION,Exit G,1.3122590364129927,103.85550098237228,21613,MRT
FARRER PARK MRT STATION,Exit H,1.3118835080609075,103.8560988521155,21615,MRT
FARRER PARK MRT STATION,Exit I,1.311765877296202,103.85580665725489,21614,MRT
FARRER ROAD MRT STATION,Exit A,1.31749372589551,103.80796523070785,21620,MRT
FARRER ROAD MRT STATION,Exit B,1.3175520161722278,103.80738923455762,21621,MRT
FORT CANNING MRT STATION,Exit A,1.2924060955782486,103.84417003419682,21544,MRT
FORT CANNING MRT STATION,Exit B,1.2928302759457175,103.84442503156531,21541,MRT
GARDENS BY THE BAY MRT STATION,Exit 1,1.280370755955639,103.86858673411133,21567,MRT
GARDENS BY THE BAY MRT STATION,Exit 2,1.2788262233339731,103.86796876727624,21566,MRT
GARDENS BY THE BAY MRT STATION,Exit 3,1.2783034399681215,103.86715412214197,21565,MRT
GEYLANG BAHRU MRT STATION,Exit A,1.3215616987402512,103.87155560756929,21193,MRT
GEYLANG BAHRU MRT STATION,Exit B,1.3211091157953243,103.87179427142719,21205,MRT
GREAT WORLD MRT STATION,Exit 1,1.2933209760726394,103.83390463124832,21139,MRT
GREAT WORLD MRT STATION,Exit 2,1.2928694999212986,103.83262710318911,21140,MRT
GREAT WORLD MRT STATION,Exit 3,1.2938199765544345,103.83273405917555,21142,MRT
GREAT WORLD MRT STATION,Exit 4,1.296029832789246,103.83303710057669,21143,MRT
GREAT WORLD MRT STATION,Exit 5,1.2965525945647354,103.83340550437103,21138,MRT
GREAT WORLD MRT STATION,Exit 6,1.293184344647582,103.83284101464868,21141,MRT
GUL CIRCLE MRT STATION,Exit A,1.31903226656851,103.6604441438593,21378,MRT
GUL CIRCLE MRT STATION,Exit B,1.3188371831334533,103.65943494551723,21379,MRT
HARBOURFRONT MRT STATION,Exit A,1.2650850346118385,103.82250980721876,21599,MRT
HARBOURFRONT MRT STATION,Exit A,1.2660131831978316,103.82046835046091,21658,MRT
HARBOURFRONT MRT STATION,Exit B,1.2651546823431958,103.82050881113204,21469,MRT
HARBOURFRONT MRT STATION,Exit C,1.265259883734691,103.82253165162558,21468,MRT
HARBOURFRONT MRT STATION,Exit D,1.2659792549959068,103.82139885715415,21657,MRT
HARBOURFRONT MRT STATION,Exit E,1.2649719595912232,103.82158029169962,21656,MRT
HAVELOCK MRT STATION,Exit 1,1.2866767448179222,103.83383975335771,21213,MRT
HAVELOCK MRT STATION,Exit 2,1.2869440669876508,103.8334951182318,21214,MRT
HAVELOCK MRT STATION,Exit 3,1.2888435633535371,103.83336952027848,21144,MRT
HAVELOCK MRT STATION,Exit 4,1.2901668941642899,103.83400349617219,21216,MRT
HAVELOCK MRT STATION,Exit 5,1.289560964282313,103.8339619016366,21215,MRT
HAW PAR VILLA MRT STATION,Exit A,1.2830552735417646,103.7820063970724,21725,MRT
HILLVIEW MRT STATION,Exit A,1.3624742379450678,103.76768829010308,21268,MRT
HILLVIEW MRT STATION,Exit B,1.3620843399177323,103.76710845993587,21733,MRT
HOLLAND VILLAGE MRT STATION,Exit A,1.3112202657771888,103.79613910248287,21623,MRT
HOLLAND VILLAGE MRT STATION,Exit B,1.3110694836596164,103.79576910839042,21428,MRT
HOLLAND VILLAGE MRT STATION,Exit C,1.3107112013327236,103.79575377011341,21622,MRT
HOUGANG MRT STATION,Exit A,1.370208578260921,103.89244572315859,21681,MRT
HOUGANG MRT STATION,Exit B,1.3719461165527262,103.89297240097162,21359,MRT
HOUGANG MRT STATION,Exit C,1.372141834832888,103.89197502913501,21680,MRT
HUME MRT STATION,1,1.3550632998007643,103.76869550039065,21251,MRT
HUME MRT STATION,2,1.3548287003188688,103.7686516998054,21249,MRT
JALAN BESAR MRT STATION,Exit A,1.304889894129293,103.8552961254143,21201,MRT
JALAN BESAR MRT STATION,Exit B,1.3054672798932725,103.85524456461457,21534,MRT
JOO KOON MRT STATION,Exit A,1.3275020844586545,103.67852070901132,21437,MRT
JOO KOON MRT STATION,Exit B,1.3279561114378626,103.67864407707678,21438,MRT
JURONG EAST MRT STATION,Exit A,1.3339896039381867,103.74175989830943,21451,MRT
JURONG EAST MRT STATION,Exit B,1.3325262356481666,103.74264016298261,21176,MRT
JURONG EAST MRT STATION,Exit C,1.3327486846258436,103.74276208165342,21450,MRT
JURONG EAST MRT STATION,Exit D,1.3335813310891886,103.74229819330705,21259,MRT
KAKI BUKIT MRT STATION,Exit A,1.3353112063695616,103.90940509862578,21199,MRT
KAKI BUKIT MRT STATION,Exit B,1.3349218903427178,103.90914627626276,21195,MRT
KALLANG MRT STATION,Exit A,1.3115404829755273,103.87173056416847,21478,MRT
KALLANG MRT STATION,Exit B,1.311781770543804,103.87158707586144,21477,MRT
KATONG PARK MRT STATION,Exit 1,1.2975385117765033,103.88709207500811,21221,MRT
KATONG PARK MRT STATION,Exit 2,1.2983796827911394,103.88506921760501,21220,MRT
KEMBANGAN MRT STATION,Exit A,1.3209237602820207,103.91294107940732,21688,MRT
KEMBANGAN MRT STATION,Exit B,1.3211521080554456,103.91289928874629,21687,MRT
KENT RIDGE MRT STATION,Exit A,1.2943158870094893,103.78446589536516,21724,MRT
KENT RIDGE MRT STATION,Exit B,1.292428115908549,103.78480963188217,21723,MRT
KENT RIDGE MRT STATION,Exit C,1.2939847851670137,103.784490451682,21446,MRT
KENT RIDGE MRT STATION,Exit D,1.2932188028411657,103.78453465663856,21447,MRT
KEPPEL MRT STATION,1,1.2696653261809359,103.82959534031491,21288,MRT
KEPPEL MRT STATION,2,1.2705454759594066,103.82962481278612,21289,MRT
KEPPEL MRT STATION,3,1.2709494322028136,103.8311098360443,21290,MRT
KHATIB MRT STATION,Exit A,1.4170582124269768,103.83292241700968,21497,MRT
KHATIB MRT STATION,Exit B,1.4171434179297155,103.83270666774294,21498,MRT
KHATIB MRT STATION,Exit C,1.4175447068525804,103.83288691369441,21496,MRT
KHATIB MRT STATION,Exit D,1.4178690371168612,103.83323102003853,21172,MRT
KING ALBERT PARK MRT STATION,Exit A,1.335537077669763,103.78303026021548,21732,MRT
KING ALBERT PARK MRT STATION,Exit B,1.33597604551556,103.78456158478065,21271,MRT
KOVAN MRT STATION,Exit A,1.3597075887012466,103.8843074286358,21684,MRT
KOVAN MRT STATION,Exit B,1.3602056230632658,103.88472173212224,21682,MRT
KOVAN MRT STATION,Exit C,1.3600280101444633,103.88545057800044,21683,MRT
KRANJI MRT STATION,Exit A,1.4247391712175417,103.76201851559114,21123,MRT
KRANJI MRT STATION,Exit B,1.4248526446610568,103.76194060609642,21122,MRT
KRANJI MRT STATION,Exit C,1.4251259491570445,103.76175468556137,21582,MRT
KRANJI MRT STATION,Exit D,1.4251249593550084,103.76249677052948,21440,MRT
LABRADOR PARK MRT STATION,Exit A,1.2721069580543352,103.80235555366292,21727,MRT
LAKESIDE MRT STATION,Exit A,1.3439833412621969,103.720448529393,21487,MRT
LAKESIDE MRT STATION,Exit B,1.344081457519484,103.72107541274288,21581,MRT
LAKESIDE MRT STATION,Exit C,1.3443041699686624,103.72171282700319,21580,MRT
LAVENDER MRT STATION,Exit A,1.307169460472736,103.86304306290333,21475,MRT
LAVENDER MRT STATION,Exit B,1.3076185391316715,103.86265031662273,21476,MRT
LENTOR MRT STATION,Exit 1,1.3854098299074886,103.8353599767011,21406,MRT
LENTOR MRT STATION,Exit 2,1.3858909900868417,103.83582345202382,21405,MRT
LENTOR MRT STATION,Exit 3,1.38460195423691,103.83739808002932,21407,MRT
LENTOR MRT STATION,Exit 4,1.3836277515432962,103.83733866006392,21408,MRT
LENTOR MRT STATION,Exit 5,1.384162375361772,103.83683953269572,21409,MRT
LITTLE INDIA MRT STATION,Exit A,1.3056052510392235,103.84936002946029,21662,MRT
LITTLE INDIA MRT STATION,Exit B,1.306563555357783,103.84898508971142,21481,MRT
LITTLE INDIA MRT STATION,Exit C,1.3063515540862423,103.84970482293288,21663,MRT
LITTLE INDIA MRT STATION,Exit D,1.3068547371908685,103.84899998224137,21448,MRT
LITTLE INDIA MRT STATION,Exit E,1.3074264443989476,103.85032215995454,21664,MRT
LITTLE INDIA MRT STATION,Exit F,1.307683536558851,103.84830439913581,21276,MRT
LORONG CHUAN MRT STATION,Exit A,1.3514391035751394,103.86493367346459,21332,MRT
LORONG CHUAN MRT STATION,Exit B,1.3517385379127682,103.86291829995642,21331,MRT
MACPHERSON MRT STATION,Exit A,1.3266787588073006,103.88979333652624,21707,MRT
MACPHERSON MRT STATION,Exit B,1.325855030181965,103.89066567522076,21708,MRT
MACPHERSON MRT STATION,Exit C,1.32548152990651,103.89026256557356,21709,MRT
MACPHERSON MRT STATION,Exit D,1.3251454586796771,103.88845483437636,21390,MRT
MACPHERSON MRT STATION,Exit E,1.3261927775504818,103.88861521167733,21388,MRT
MARINA BAY MRT STATION,Exit 1,1.2773530329779264,103.85447003295413,21560,MRT
MARINA BAY MRT STATION,Exit 2,1.2761589313162336,103.85500333791994,21564,MRT
MARINA BAY MRT STATION,Exit 3,1.2754163658971882,103.85537174149034,21563,MRT
MARINA BAY MRT STATION,Exit 4,1.2736342091095512,103.85648883626318,21562,MRT
MARINA BAY MRT STATION,Exit 5,1.2746932644544062,103.85431950195625,21561,MRT
MARINA SOUTH MRT STATION,Exit 1,1.2735748044859307,103.8615038787278,21568,MRT
MARINA SOUTH MRT STATION,Exit 2,1.2738599495197072,103.86177721011121,21569,MRT
MARINA SOUTH MRT STATION,Exit 3,1.273135205086787,103.86289430462864,21570,MRT
MARINA SOUTH MRT STATION,Exit 4,1.2755114146116426,103.86266850887442,21571,MRT
MARINA SOUTH PIER MRT STATION,Exit A,1.2705299895186322,103.86233005096989,21263,MRT
MARINA SOUTH PIER MRT STATION,Exit B,1.2714378371622164,103.86357966976392,21264,MRT
MARINE PARADE MRT STATION,Exit 1,1.3020932936434937,103.9059103666293,21222,MRT
MARINE PARADE MRT STATION,Exit 2,1.302531699392386,103.90459124473303,21223,MRT
MARINE PARADE MRT STATION,Exit 3,1.303593996641583,103.90605286229047,21224,MRT
MARINE PARADE MRT STATION,Exit 4,1.3045658550115677,103.90762749031286,21225,MRT
MARINE PARADE MRT STATION,Exit 5,1.3055802189000016,103.90909370848797,21227,MRT
MARINE PARADE MRT STATION,Exit 6,1.3042985347100633,103.90778792411058,21226,MRT
MARINE TERRACE MRT STATION,Exit 1,1.3063987001480175,103.91505222707929,21229,MRT
MARINE TERRACE MRT STATION,Exit 2,1.3057892098989736,103.91325299089799,21232,MRT
MARINE TERRACE MRT STATION,Exit 3,1.3065792892039465,103.91308661583462,21233,MRT
MARINE TERRACE MRT STATION,Exit 4,1.3068953217431258,103.91502013985657,21228,MRT
MARINE TERRACE MRT STATION,Exit 5,1.307438278403651,103.91708914206795,21230,MRT
MARINE TERRACE MRT STATION,Exit 6,1.3070628420288448,103.91694534600546,21231,MRT
MARSILING MRT STATION,Exit A,1.4328016943533108,103.77421049331159,21125,MRT
MARSILING MRT STATION,Exit B,1.432751371720061,103.77441052069655,21654,MRT
MARSILING MRT STATION,Exit C,1.4324695224000648,103.7738204510363,21124,MRT
MARSILING MRT STATION,Exit D,1.4327513609845839,103.77399713337503,21655,MRT
MARYMOUNT MRT STATION,Exit A,1.3489803864213659,103.83908795680053,21668,MRT
MARYMOUNT MRT STATION,Exit B,1.3478660721730777,103.84005891807723,21667,MRT
MATTAR MRT STATION,Exit A,1.327251414091795,103.88273206724486,21372,MRT
MATTAR MRT STATION,Exit B,1.3264635221670715,103.88374838731283,21543,MRT
MAXWELL MRT STATION,Exit 1,1.2810342552625935,103.84416441347508,21552,MRT
MAXWELL MRT STATION,Exit 2,1.2809194365909107,103.84489545926178,21553,MRT
MAXWELL MRT STATION,Exit 3,1.2801915223809375,103.84291630554293,21551,MRT
MAYFLOWER MRT STATION,Exit 1,1.3727039723470345,103.83671675130967,21412,MRT
MAYFLOWER MRT STATION,Exit 2,1.3737197610491918,103.837031676998,21411,MRT
